CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,placed,Score,company_offer,skills
7.5,0,3,1,76,4.4,1,1,81,83,1,83,15,"c++, expressjs, communication, mysql, oracle cloud"
8.3,2,3,2,87,4.6,1,1,78,82,1,90,9,"c, angular, problem-solving, flask, oracle cloud"
8.1,1,1,2,90,4.8,1,1,83,72,1,88,12,"java, angular, problem-solving, oracle, ibm cloud"
7.5,2,3,2,79,4.4,1,1,70,80,1,84,17,"java, css, leadership, mysql, google cloud"
8.2,0,3,2,90,4.8,1,1,70,84,1,89,6,"python, css, problem-solving, mongodb, oracle cloud"
6.9,1,2,1,78,4.5,0,1,68,64,1,78,22,"c++, html, problem-solving, mysql, oracle cloud"
7.7,2,2,2,84,3.9,0,1,86,87,1,85,18,"java, css, teamwork, sql, azure"
8.1,2,3,2,90,4.8,1,1,81,85,1,92,3,"ruby, reactjs, leadership, mysql, azure"
8.3,2,3,2,90,4.8,1,1,83,87,1,93,2,"javascript, html, communication, flask, google cloud"
8.4,2,3,2,90,4.8,1,1,72,82,1,91,2,"javascript, css, communication, flask, azure"
6.9,1,3,2,90,4.8,1,1,76,85,1,87,6,"java, css, communication, mongodb, aws"
8.5,1,3,0,84,4.7,1,1,58,85,1,87,12,"java, nodejs, teamwork, mysql, ibm cloud"
8.4,2,3,2,90,4.8,1,1,80,84,1,93,3,"python, angular, problem-solving, flask, oracle cloud"
7.2,2,2,2,79,4.4,1,1,83,82,1,84,17,"javascript, expressjs, communication, mongodb, oracle cloud"
8.6,2,3,2,89,4.8,1,0,79,78,1,92,4,"python, reactJs, teamwork, sql, azure"
7.6,0,1,0,81,3.9,1,1,61,83,1,77,23,"c++, javascript, teamwork, sql, azure"
8.3,1,3,2,85,4.1,1,1,76,86,1,86,9,"python, html, leadership, nosql, aws"
8.1,2,3,0,90,4.8,1,1,83,88,1,93,1,"c++, angular, communication, oracle, oracle cloud"
8.5,2,3,2,90,4.8,1,1,81,85,1,93,3,"java, javascript, teamwork, postgresql, oracle cloud"
7.8,1,1,1,87,4.2,1,1,59,86,1,82,19,"javascript, angular, leadership, postgresql, ibm cloud"
7.7,1,1,0,79,4.3,0,1,71,85,1,82,16,"java, reactjs, leadership, nosql, oracle cloud"
6.5,2,1,2,86,4.7,1,0,65,82,1,82,20,"ruby, javascript, leadership, postgresql, oracle cloud"
8.4,2,3,2,90,4.8,1,1,79,84,1,92,1,"java, reactJs, problem-solving, django, oracle cloud"
6.8,0,2,0,73,4.3,1,1,64,63,1,74,25,"python, javascript, problem-solving, django, oracle cloud"
6.5,0,1,0,79,4.2,1,1,83,74,1,77,27,"javascript, nodejs, teamwork, sql, google cloud"
7.6,0,1,2,83,4.8,1,1,78,81,1,84,14,"c, html, communication, flask, ibm cloud"
7.7,1,2,2,75,4.6,1,0,68,73,1,81,18,"c++, reactJs, teamwork, flask, ibm cloud"
8.2,2,3,2,90,4.8,1,1,84,85,1,93,2,"java, reactjs, leadership, mongodb, azure"
8.1,0,3,2,83,4.6,1,0,68,83,1,85,18,"c++, reactJs, leadership, django, aws"
7.9,1,2,0,90,4.8,1,1,76,80,1,88,10,"javascript, html, problem-solving, nosql, google cloud"
8.4,1,3,2,88,4.5,1,1,73,82,1,88,9,"c++, html, communication, django, azure"
8.4,2,3,1,85,4.4,1,1,78,83,1,89,11,"python, html, leadership, postgresql, azure"
6.6,1,1,1,85,4.0,0,1,57,62,1,74,24,"java, html, communication, postgresql, google cloud"
7.0,0,2,0,66,4.3,0,1,79,63,1,75,27,"java, javascript, teamwork, sql, ibm cloud"
7.6,2,1,0,77,4.2,0,1,72,68,1,79,23,"java, reactjs, problem-solving, nosql, azure"
6.5,0,3,0,73,4.6,1,1,75,74,1,79,29,"ruby, css, leadership, sql, google cloud"
8.1,2,3,0,87,4.4,1,1,86,88,1,90,9,"javascript, reactJs, problem-solving, sql, aws"
8.0,2,3,2,90,4.7,1,1,82,86,1,92,4,"ruby, javascript, communication, flask, oracle cloud"
8.2,1,2,2,74,4.4,1,1,72,81,1,83,14,"python, reactJs, problem-solving, postgresql, ibm cloud"
7.3,1,2,2,75,4.6,1,1,77,74,1,81,17,"c++, angular, leadership, mysql, azure"
6.7,1,2,0,76,4.8,1,1,59,66,1,78,21,"c, nodejs, leadership, nosql, aws"
8.0,1,3,3,90,4.6,1,1,72,88,1,89,6,"javascript, expressjs, teamwork, oracle, oracle cloud"
8.5,2,3,0,76,4.8,1,1,85,88,1,90,9,"python, javascript, problem-solving, sql, aws"
8.1,2,3,2,90,3.7,1,1,78,77,1,85,19,"c++, html, leadership, nosql, azure"
8.1,1,3,2,90,4.8,1,1,78,88,1,91,4,"java, angular, teamwork, django, aws"
6.9,0,2,1,82,4.2,1,1,73,86,1,80,23,"python, angular, leadership, nosql, google cloud"
7.7,0,3,2,84,4.8,1,1,75,86,1,87,8,"c, css, problem-solving, mysql, aws"
8.9,2,3,2,90,4.8,1,1,82,88,1,95,1,"c++, expressjs, communication, postgresql, google cloud"
8.0,0,3,2,90,4.7,1,1,71,88,1,88,9,"c++, javascript, teamwork, django, google cloud"
7.4,1,3,2,90,4.8,1,1,79,83,1,89,12,"javascript, reactJs, problem-solving, mongodb, azure"
8.3,2,3,0,90,4.8,1,1,68,83,1,91,2,"javascript, reactjs, problem-solving, flask, oracle cloud"
7.4,0,3,2,75,4.3,1,1,88,84,1,83,14,"javascript, html, problem-solving, django, azure"
8.2,2,3,2,89,4.8,1,1,74,87,1,91,4,"c++, css, problem-solving, flask, oracle cloud"
8.3,2,3,2,89,4.6,1,1,77,88,1,91,4,"javascript, css, communication, postgresql, oracle cloud"
8.3,1,3,1,90,4.8,1,1,83,87,1,92,1,"c++, nodejs, leadership, sql, aws"
7.5,1,3,1,79,3.8,1,1,62,63,1,77,26,"ruby, nodejs, teamwork, mysql, google cloud"
7.6,0,1,0,63,4.4,0,1,61,71,1,74,32,"java, reactjs, teamwork, postgresql, oracle cloud"
8.6,2,3,1,90,4.8,1,1,75,88,1,93,1,"c, reactJs, leadership, mysql, oracle cloud"
8.0,2,3,2,83,4.6,1,1,72,85,1,88,7,"javascript, javascript, leadership, flask, aws"
8.3,2,3,2,90,4.8,1,1,78,87,1,92,2,"python, angular, communication, django, google cloud"
8.4,2,3,2,90,4.8,1,1,74,88,1,92,3,"javascript, reactJs, communication, mongodb, azure"
8.7,2,3,2,90,4.8,1,1,80,86,1,94,1,"ruby, angular, teamwork, mysql, aws"
8.4,0,3,2,87,4.8,1,0,82,75,1,89,12,"c, reactJs, communication, django, aws"
8.1,1,2,0,78,4.2,1,1,84,82,1,84,15,"ruby, nodejs, communication, nosql, google cloud"
8.4,1,3,2,90,4.7,1,1,85,88,1,92,5,"java, javascript, problem-solving, postgresql, google cloud"
8.8,0,3,2,89,4.5,1,1,77,87,1,90,11,"c++, angular, leadership, sql, azure"
7.5,1,3,0,83,4.8,1,1,73,87,1,87,6,"c++, reactJs, teamwork, mongodb, google cloud"
8.6,1,3,0,87,4.7,1,1,81,88,1,91,5,"c, html, problem-solving, mysql, oracle cloud"
8.3,0,3,2,90,4.7,1,1,76,85,1,89,10,"python, nodejs, problem-solving, django, aws"
6.7,1,1,0,81,4.6,1,1,57,70,1,77,27,"c++, reactJs, problem-solving, flask, ibm cloud"
7.9,2,3,2,90,4.5,1,0,84,82,1,90,6,"c, angular, teamwork, mongodb, azure"
8.4,0,3,2,90,4.7,1,1,82,87,1,91,2,"javascript, reactJs, teamwork, django, azure"
6.9,1,1,0,76,4.5,0,0,58,58,1,75,27,"python, reactJs, teamwork, nosql, google cloud"
7.6,0,2,0,84,4.5,1,1,69,86,1,83,20,"javascript, css, communication, postgresql, ibm cloud"
8.0,2,1,0,74,4.6,1,1,78,79,1,84,19,"c, angular, teamwork, nosql, oracle cloud"
7.9,0,3,2,89,4.5,0,0,63,59,1,82,14,"ruby, html, leadership, sql, google cloud"
7.8,2,3,2,90,4.8,1,1,79,87,1,91,5,"c, javascript, leadership, sql, aws"
7.8,1,2,0,77,4.2,0,1,79,70,1,81,15,"ruby, nodejs, communication, mongodb, azure"
7.7,1,2,2,86,4.8,1,1,73,86,1,87,11,"python, html, problem-solving, postgresql, azure"
7.6,1,1,1,77,4.0,0,1,55,74,1,76,24,"c, reactjs, communication, mysql, aws"
6.7,2,3,2,83,4.0,0,0,79,68,1,80,27,"java, reactjs, problem-solving, nosql, google cloud"
8.2,0,2,2,83,4.8,1,1,78,82,1,87,12,"javascript, html, teamwork, nosql, google cloud"
8.2,2,2,2,82,4.7,1,0,75,68,1,86,10,"c, angular, problem-solving, sql, google cloud"
8.1,1,3,3,89,4.8,1,1,66,86,1,89,11,"python, nodejs, communication, django, ibm cloud"
6.5,1,2,0,77,3.5,0,1,57,68,1,71,22,"python, css, communication, sql, aws"
8.1,2,3,2,85,4.8,1,1,80,79,1,90,8,"ruby, javascript, teamwork, flask, aws"
8.7,2,3,2,90,4.8,1,1,82,84,1,94,3,"python, reactjs, teamwork, oracle, ibm cloud"
8.7,2,3,2,90,4.8,1,1,87,88,1,95,5,"python, html, problem-solving, postgresql, ibm cloud"
8.7,0,3,1,88,4.8,1,0,77,82,1,90,8,"c, reactJs, teamwork, django, ibm cloud"
8.0,2,3,2,90,4.5,1,1,77,88,1,90,7,"ruby, html, teamwork, oracle, azure"
8.3,1,3,2,90,4.8,1,1,87,88,1,93,2,"java, html, problem-solving, sql, ibm cloud"
8.0,1,1,2,84,4.6,1,0,76,84,1,86,6,"python, angular, leadership, mysql, aws"
7.7,1,3,0,86,4.8,1,1,79,84,1,89,6,"c, reactjs, teamwork, flask, google cloud"
8.7,2,3,2,90,4.8,1,1,73,82,1,92,3,"javascript, expressjs, problem-solving, postgresql, google cloud"
7.6,1,2,1,83,3.9,1,1,70,69,1,79,22,"python, angular, leadership, django, azure"
8.6,1,2,0,77,4.7,0,1,55,68,1,82,20,"python, nodejs, teamwork, django, azure"
7.9,0,3,2,90,4.4,1,1,88,83,1,88,7,"javascript, reactJs, communication, nosql, azure"
8.1,0,2,0,70,4.8,1,1,78,86,1,84,18,"c, angular, problem-solving, flask, aws"
8.1,1,2,1,69,4.0,1,1,86,73,1,80,28,"c++, html, teamwork, django, azure"
8.2,2,3,2,90,4.8,1,0,83,82,1,92,3,"python, reactJs, communication, django, ibm cloud"
7.7,0,2,2,83,4.5,1,1,63,82,1,82,20,"python, html, leadership, oracle, ibm cloud"
8.0,2,2,2,90,4.8,1,1,75,85,1,90,9,"c++, reactJs, teamwork, flask, ibm cloud"
8.4,1,3,0,83,4.8,1,1,77,85,1,90,8,"c, javascript, problem-solving, mongodb, aws"
6.5,1,0,0,88,4.7,1,1,74,67,1,80,31,"c, reactJs, teamwork, mysql, aws"
8.5,1,3,2,88,4.8,1,1,83,85,1,92,1,"java, reactJs, problem-solving, sql, google cloud"
6.6,1,2,2,73,3.3,1,1,64,83,1,72,24,"c++, css, teamwork, sql, aws"
8.5,0,3,2,87,4.7,1,1,58,76,1,86,9,"javascript, nodejs, problem-solving, mysql, ibm cloud"
8.5,2,3,1,90,4.7,1,1,75,88,1,92,3,"java, html, leadership, django, aws"
7.0,1,3,1,88,4.8,1,1,85,82,1,88,7,"python, reactJs, teamwork, mongodb, ibm cloud"
8.2,1,3,0,77,4.5,1,1,75,88,1,86,8,"ruby, nodejs, teamwork, oracle, aws"
7.5,1,1,1,88,4.8,0,1,56,66,1,82,14,"python, nodejs, communication, postgresql, azure"
8.4,2,3,2,90,4.8,1,0,72,85,1,92,3,"ruby, expressjs, problem-solving, oracle, ibm cloud"
7.8,2,2,1,65,4.8,0,1,55,73,1,79,22,"java, javascript, problem-solving, sql, oracle cloud"
8.4,0,3,2,90,4.8,1,1,88,83,1,91,3,"java, reactJs, communication, mysql, aws"
6.8,2,3,3,90,4.8,1,1,81,83,1,89,12,"java, nodejs, teamwork, django, google cloud"
8.7,0,3,2,90,4.8,1,1,79,85,1,91,4,"javascript, reactJs, teamwork, oracle, aws"
8.2,1,0,0,84,4.8,1,1,74,82,1,86,12,"python, reactjs, teamwork, mysql, azure"
8.5,1,3,2,83,4.8,1,1,76,87,1,90,9,"c++, css, teamwork, mysql, aws"
7.8,1,2,0,71,3.7,1,1,82,64,1,77,32,"ruby, expressjs, communication, oracle, ibm cloud"
8.3,0,2,2,84,4.8,1,1,87,86,1,89,6,"python, reactJs, leadership, mysql, google cloud"
8.3,2,3,2,90,4.8,1,1,81,88,1,93,1,"java, html, communication, mongodb, oracle cloud"
8.4,2,3,2,90,4.8,1,1,88,80,1,93,5,"python, nodejs, teamwork, flask, google cloud"
8.3,2,3,2,90,4.7,1,0,83,80,1,92,3,"c++, css, leadership, mysql, oracle cloud"
7.7,2,3,2,90,4.7,1,1,79,88,1,91,2,"python, html, teamwork, oracle, ibm cloud"
7.2,1,1,1,77,4.7,1,1,62,69,1,79,21,"c++, html, teamwork, postgresql, google cloud"
7.9,1,3,0,78,4.6,1,1,78,85,1,86,8,"java, reactJs, problem-solving, flask, google cloud"
7.6,2,3,2,81,4.0,1,1,67,69,1,81,17,"c++, css, communication, django, aws"
7.4,1,1,0,74,4.4,1,1,71,81,1,80,25,"java, html, teamwork, flask, aws"
8.3,1,3,2,79,4.4,1,1,78,83,1,86,6,"javascript, css, problem-solving, mongodb, azure"
8.0,1,2,2,74,4.1,0,1,70,84,1,81,16,"c, html, communication, mongodb, google cloud"
8.3,0,3,0,82,4.5,1,1,73,81,1,86,12,"python, expressjs, teamwork, nosql, aws"
8.5,2,3,0,90,4.8,1,0,74,88,1,93,4,"c, html, communication, mongodb, oracle cloud"
8.0,2,3,3,90,4.6,1,1,84,81,1,91,5,"java, nodejs, leadership, oracle, google cloud"
8.9,2,3,2,86,4.7,1,1,71,88,1,92,1,"javascript, html, teamwork, mysql, google cloud"
8.3,1,3,2,85,4.8,1,1,71,70,1,87,10,"javascript, css, problem-solving, oracle, aws"
8.5,2,3,2,90,4.7,1,1,84,86,1,93,5,"javascript, expressjs, problem-solving, nosql, google cloud"
8.1,0,1,2,81,4.1,1,1,74,66,1,79,23,"java, reactjs, teamwork, mysql, aws"
7.7,2,3,2,89,4.8,1,1,86,79,1,91,3,"javascript, html, communication, nosql, azure"
8.3,2,3,2,82,4.8,1,1,79,81,1,90,6,"java, reactjs, communication, postgresql, oracle cloud"
6.5,1,2,1,76,4.3,0,0,69,62,1,76,28,"c, html, teamwork, mysql, aws"
7.4,0,3,2,90,4.7,1,1,83,88,1,88,11,"python, html, leadership, nosql, azure"
8.4,1,3,2,81,4.3,0,1,74,66,1,84,18,"javascript, expressjs, teamwork, postgresql, oracle cloud"
7.8,1,3,0,81,4.5,1,1,79,72,1,85,17,"c++, html, problem-solving, postgresql, ibm cloud"
8.3,2,3,2,90,4.8,1,1,75,80,1,91,1,"python, html, problem-solving, sql, azure"
8.3,2,3,2,90,4.8,1,1,88,87,1,94,2,"javascript, nodejs, problem-solving, flask, ibm cloud"
8.4,2,3,2,84,4.8,0,1,73,71,1,89,9,"c, javascript, teamwork, mysql, google cloud"
8.5,1,3,2,86,4.6,1,1,64,83,1,88,10,"c, html, problem-solving, oracle, azure"
8.3,1,2,2,90,4.8,1,1,90,84,1,92,5,"c++, angular, communication, mongodb, azure"
6.8,0,2,1,89,3.9,0,1,63,61,1,76,22,"c, reactjs, problem-solving, oracle, aws"
7.5,1,2,0,82,4.4,0,1,57,61,1,79,28,"java, reactjs, leadership, django, google cloud"
6.5,2,3,0,89,4.4,1,1,77,73,1,84,20,"ruby, angular, communication, django, ibm cloud"
8.0,1,2,1,83,4.0,1,1,75,68,1,81,16,"ruby, reactJs, problem-solving, mysql, oracle cloud"
7.6,1,3,3,78,4.7,1,0,86,74,1,86,9,"c, nodejs, problem-solving, postgresql, azure"
8.0,2,3,0,90,4.4,1,1,72,85,1,89,6,"javascript, angular, problem-solving, postgresql, google cloud"
8.0,1,3,2,86,4.8,1,0,84,85,1,90,7,"ruby, angular, teamwork, django, ibm cloud"
8.2,1,3,2,79,4.1,1,1,78,65,1,82,18,"ruby, css, communication, mysql, google cloud"
8.1,2,3,2,86,4.5,1,1,84,81,1,89,9,"python, angular, leadership, nosql, azure"
8.3,1,2,0,82,4.6,1,1,85,86,1,88,10,"javascript, nodejs, leadership, nosql, azure"
8.2,2,3,2,90,4.8,1,1,80,86,1,92,1,"ruby, html, problem-solving, nosql, aws"
7.6,1,2,0,77,4.1,0,1,68,72,1,79,25,"c, angular, communication, flask, aws"
8.4,2,3,1,83,4.6,1,1,79,83,1,90,12,"c++, nodejs, leadership, postgresql, ibm cloud"
8.0,1,1,0,77,3.9,1,1,72,68,1,78,31,"ruby, reactjs, leadership, django, oracle cloud"
8.2,0,3,2,80,4.8,1,1,80,83,1,87,11,"java, expressjs, communication, oracle, azure"
8.2,1,2,2,89,4.3,1,1,76,83,1,87,9,"c, reactJs, leadership, django, google cloud"
7.8,2,3,0,75,4.5,1,1,72,81,1,84,18,"java, reactJs, leadership, nosql, azure"
6.5,2,2,2,79,4.4,0,0,80,71,1,80,22,"java, css, communication, oracle, ibm cloud"
7.8,1,3,2,90,4.8,1,1,79,83,1,90,7,"c, css, problem-solving, flask, google cloud"
8.0,2,3,2,87,4.5,1,1,71,85,1,88,8,"javascript, nodejs, leadership, django, google cloud"
6.6,1,1,0,68,3.9,1,1,55,67,1,70,24,"c, nodejs, teamwork, oracle, google cloud"
7.6,1,3,0,82,4.8,1,1,69,84,1,86,9,"ruby, reactjs, communication, django, oracle cloud"
8.7,1,3,2,80,4.7,1,1,76,82,1,89,7,"ruby, angular, leadership, postgresql, azure"
8.4,2,3,2,90,4.5,1,0,75,86,1,91,5,"python, html, teamwork, mongodb, azure"
7.9,2,1,2,81,4.8,1,0,82,82,1,87,10,"python, nodejs, leadership, postgresql, ibm cloud"
8.4,0,1,1,67,4.1,0,0,78,58,1,76,23,"python, css, teamwork, mongodb, google cloud"
8.8,0,3,0,82,4.8,1,1,63,78,1,87,8,"javascript, css, teamwork, sql, ibm cloud"
8.0,1,3,3,90,4.8,1,1,82,84,1,91,3,"c++, reactJs, communication, mysql, aws"
8.6,2,3,2,90,4.5,1,1,84,82,1,92,1,"python, reactjs, problem-solving, django, aws"
8.2,1,3,2,90,3.6,1,1,75,80,1,84,20,"ruby, css, leadership, flask, ibm cloud"
6.5,1,2,2,75,4.1,1,1,66,70,1,75,30,"c++, html, problem-solving, sql, oracle cloud"
7.5,1,1,0,76,4.5,1,1,79,88,1,83,19,"java, reactjs, communication, mongodb, oracle cloud"
8.0,1,3,0,83,4.1,1,1,82,83,1,85,17,"c++, nodejs, communication, mongodb, aws"
8.6,2,3,2,86,4.1,1,1,75,85,1,88,8,"python, html, communication, postgresql, ibm cloud"
7.6,1,3,1,73,3.9,1,0,72,73,1,78,29,"ruby, javascript, teamwork, sql, oracle cloud"
8.0,0,3,2,90,4.8,1,1,79,83,1,89,7,"java, reactJs, teamwork, nosql, oracle cloud"
7.6,1,3,2,90,4.3,1,1,55,86,1,84,19,"c++, reactJs, communication, postgresql, ibm cloud"
8.0,1,3,2,84,4.7,1,1,90,86,1,90,6,"javascript, css, problem-solving, postgresql, azure"
7.2,1,3,2,81,4.8,0,1,83,84,1,87,12,"python, reactJs, problem-solving, postgresql, azure"
8.2,2,3,2,86,4.7,1,1,84,88,1,92,1,"python, angular, problem-solving, postgresql, azure"
8.5,2,3,2,84,4.6,1,1,74,83,1,89,8,"c++, reactjs, communication, oracle, ibm cloud"
6.5,1,3,2,85,3.7,1,1,79,86,1,80,26,"java, html, problem-solving, flask, aws"
8.0,2,3,2,90,4.8,1,1,88,83,1,92,2,"c++, html, problem-solving, flask, oracle cloud"
8.1,2,2,1,90,4.7,1,1,68,88,1,89,7,"python, expressjs, leadership, postgresql, azure"
8.2,2,3,2,90,4.7,1,1,72,84,1,91,3,"java, css, leadership, django, aws"
8.5,2,3,2,86,4.8,1,1,78,87,1,92,2,"javascript, html, teamwork, mongodb, google cloud"
8.6,1,3,1,83,4.7,1,1,78,81,1,89,12,"java, expressjs, problem-solving, sql, oracle cloud"
8.2,2,3,2,90,4.2,1,1,83,77,1,89,6,"python, nodejs, teamwork, flask, azure"
6.5,1,2,1,86,4.3,1,1,84,88,1,83,14,"c, reactJs, leadership, django, azure"
9.0,2,3,2,88,4.8,0,1,72,84,1,93,3,"python, javascript, leadership, postgresql, ibm cloud"
8.3,0,3,0,88,3.4,1,1,76,87,1,83,19,"c, css, problem-solving, nosql, aws"
6.5,0,2,3,85,4.5,1,1,55,71,1,77,26,"ruby, css, teamwork, django, oracle cloud"
8.2,2,3,2,90,4.8,1,1,76,85,1,92,1,"c++, nodejs, teamwork, mysql, ibm cloud"
8.5,2,3,2,90,4.8,1,1,82,88,1,94,4,"python, html, problem-solving, oracle, azure"
8.6,2,3,2,90,4.8,1,1,65,82,1,91,4,"python, reactJs, leadership, oracle, google cloud"
8.5,1,1,2,72,4.0,1,1,80,82,1,81,14,"javascript, nodejs, communication, oracle, google cloud"
8.4,2,3,2,83,4.8,1,1,77,86,1,91,4,"c++, html, communication, postgresql, google cloud"
7.8,1,2,0,83,4.8,1,1,78,80,1,87,9,"c, css, leadership, oracle, google cloud"
7.6,1,1,1,76,4.2,1,1,67,65,1,77,21,"python, html, problem-solving, mongodb, ibm cloud"
6.9,0,3,2,82,4.8,1,1,85,79,1,85,14,"javascript, reactjs, leadership, django, google cloud"
8.6,1,3,2,88,4.6,0,1,72,83,1,89,10,"c++, angular, leadership, django, oracle cloud"
8.8,2,1,2,83,4.8,1,1,84,87,1,91,5,"java, css, teamwork, oracle, google cloud"
8.2,2,3,0,87,4.7,1,1,83,88,1,92,4,"java, angular, communication, oracle, oracle cloud"
7.4,1,3,2,83,4.5,1,0,84,79,1,86,9,"python, reactjs, communication, oracle, aws"
6.5,1,1,1,79,4.1,0,0,61,67,1,74,23,"c, javascript, leadership, postgresql, azure"
8.7,1,2,2,74,4.1,1,1,75,87,1,84,20,"c, angular, problem-solving, flask, azure"
8.5,2,2,2,89,4.6,1,1,55,84,1,87,11,"c++, expressjs, communication, django, azure"
8.0,2,3,2,90,4.8,1,1,76,86,1,91,3,"ruby, expressjs, leadership, postgresql, azure"
8.2,2,3,2,87,4.8,1,1,87,88,1,93,3,"ruby, reactjs, problem-solving, oracle, oracle cloud"
7.9,2,3,3,90,4.7,1,0,77,61,1,88,8,"c++, expressjs, leadership, django, google cloud"
8.0,1,2,2,87,4.8,1,1,90,68,1,88,7,"java, angular, communication, oracle, oracle cloud"
8.0,2,3,2,89,4.1,1,1,75,85,1,87,7,"python, angular, teamwork, postgresql, aws"
8.4,2,3,2,90,4.8,1,1,82,87,1,93,2,"c, javascript, problem-solving, postgresql, aws"
7.9,2,3,2,90,4.6,1,1,82,81,1,90,8,"python, reactjs, leadership, sql, ibm cloud"
8.4,0,3,2,90,4.8,1,1,83,83,1,91,3,"javascript, angular, problem-solving, mysql, ibm cloud"
7.7,0,1,1,90,4.3,1,1,75,75,1,83,14,"c, html, problem-solving, oracle, google cloud"
7.6,1,2,0,70,4.7,0,1,60,64,1,78,31,"ruby, css, communication, sql, google cloud"
8.0,0,3,2,76,4.7,1,1,77,82,1,85,17,"java, reactjs, communication, nosql, google cloud"
8.4,2,3,2,90,4.5,1,1,83,86,1,92,2,"java, javascript, problem-solving, postgresql, ibm cloud"
8.7,0,3,2,81,4.5,1,1,80,66,1,85,18,"c, html, communication, nosql, oracle cloud"
8.6,2,3,2,90,4.8,1,1,82,87,1,94,2,"c++, html, communication, sql, azure"
8.0,1,3,2,82,4.8,0,1,61,87,1,87,11,"ruby, html, leadership, flask, google cloud"
7.8,2,1,0,86,4.3,0,1,78,80,1,85,14,"python, css, problem-solving, sql, ibm cloud"
8.0,1,2,3,74,4.0,1,1,78,83,1,81,18,"java, html, communication, django, google cloud"
7.2,1,1,0,82,4.0,0,1,82,74,1,80,24,"java, javascript, leadership, django, google cloud"
8.1,0,2,3,72,3.2,1,1,73,83,1,75,21,"python, css, problem-solving, mysql, google cloud"
8.4,2,2,0,83,4.8,1,0,71,66,1,86,12,"java, html, teamwork, mysql, ibm cloud"
7.9,2,3,3,78,4.5,1,1,71,87,1,86,11,"javascript, reactJs, teamwork, nosql, aws"
7.6,1,1,2,67,3.8,0,1,57,70,1,72,26,"c++, angular, teamwork, mysql, aws"
8.3,2,3,2,85,4.5,1,1,87,80,1,90,6,"java, reactjs, leadership, postgresql, ibm cloud"
7.4,1,2,1,72,3.3,1,1,81,69,1,74,28,"java, css, communication, mongodb, google cloud"
8.2,1,1,1,84,3.9,1,1,61,60,1,78,28,"c++, nodejs, problem-solving, mongodb, azure"
8.6,1,3,2,90,4.8,1,1,80,80,1,91,5,"java, angular, teamwork, nosql, google cloud"
8.6,1,3,0,83,4.8,1,1,81,86,1,91,5,"c++, css, leadership, sql, aws"
7.7,1,0,0,75,4.1,1,1,71,61,1,76,31,"javascript, reactJs, problem-solving, mysql, oracle cloud"
8.1,1,3,2,85,4.7,1,1,68,88,1,88,10,"java, html, problem-solving, oracle, azure"
7.7,2,2,2,90,4.8,1,1,79,83,1,90,11,"python, reactJs, leadership, django, google cloud"
8.6,1,2,2,90,4.6,1,1,81,87,1,90,6,"ruby, html, communication, postgresql, azure"
7.9,1,3,2,90,4.6,1,1,81,88,1,90,8,"c, nodejs, teamwork, flask, google cloud"
8.0,0,3,1,80,4.6,1,1,86,84,1,87,10,"javascript, reactjs, leadership, django, azure"
8.5,0,1,0,81,4.2,1,1,74,65,1,80,26,"javascript, expressjs, leadership, mysql, oracle cloud"
7.8,0,2,0,80,4.1,0,1,60,83,1,79,31,"java, angular, leadership, nosql, ibm cloud"
7.8,2,3,2,84,4.7,1,1,81,86,1,89,11,"javascript, nodejs, leadership, sql, oracle cloud"
8.3,1,3,2,90,4.8,1,1,85,86,1,92,2,"c, angular, communication, flask, oracle cloud"
8.3,1,0,0,73,4.6,1,1,70,85,1,82,19,"python, reactjs, communication, postgresql, oracle cloud"
6.8,1,1,1,72,4.3,0,1,65,60,1,74,30,"javascript, reactJs, problem-solving, oracle, ibm cloud"
8.2,2,3,2,87,4.8,1,1,77,86,1,91,1,"c++, reactJs, leadership, mysql, aws"
8.2,2,3,2,90,4.5,1,1,90,67,1,90,12,"python, reactJs, teamwork, postgresql, aws"
8.0,1,3,0,89,4.5,1,1,79,78,1,88,9,"javascript, html, leadership, mongodb, oracle cloud"
8.4,1,3,2,85,4.8,1,1,76,82,1,90,10,"javascript, css, problem-solving, sql, google cloud"
7.8,0,2,1,74,4.5,0,1,74,81,1,81,18,"c, javascript, problem-solving, flask, oracle cloud"
8.2,0,2,1,68,4.3,1,1,62,68,1,77,25,"c++, angular, leadership, nosql, ibm cloud"
8.3,0,3,0,90,4.8,1,1,74,85,1,90,7,"java, css, leadership, nosql, ibm cloud"
8.5,2,3,2,87,4.4,1,1,77,71,1,88,8,"javascript, angular, leadership, nosql, google cloud"
7.3,1,1,2,76,4.3,0,0,55,70,1,76,29,"c, nodejs, teamwork, django, oracle cloud"
7.5,1,3,0,83,4.7,1,1,59,87,1,85,18,"c, javascript, teamwork, django, oracle cloud"
7.2,1,1,1,73,3.6,0,0,56,65,1,71,25,"c, angular, communication, mongodb, google cloud"
8.1,1,3,2,90,4.8,1,1,86,80,1,91,3,"javascript, reactjs, problem-solving, mysql, aws"
8.4,2,3,2,90,4.8,1,1,69,63,1,89,11,"c++, nodejs, teamwork, django, aws"
7.5,1,3,1,84,4.8,1,1,72,67,1,85,15,"python, html, communication, flask, google cloud"
8.4,1,3,2,90,4.8,1,1,85,88,1,93,2,"javascript, expressjs, teamwork, flask, oracle cloud"
